full_name,pdes,a,e,i,om,w,primary_type,detail_type1,detail_type2
 55408 (2001 TC2),55408,1.1,0.2246,30.39,193.83,353.54,Asteroid,NEO,Apollo
 55532 (2001 WG2),55532,1.794,0.6957,38.54,81.41,132.38,Asteroid,NEO,Apollo
 65733 (1993 PC),65733,1.154,0.4743,4.15,336.92,168.69,Asteroid,NEO,Apollo
 66008 (1998 QH2),66008,1.426,0.3627,61.01,168.93,14.02,Asteroid,NEO,Apollo
 66253 (1999 GT3),66253,1.334,0.8378,19.5,157.37,261.09,Asteroid,NEO,Apollo
 67399 (2000 PJ6),67399,1.301,0.3462,14.69,332.88,225.29,Asteroid,NEO,Apollo
 68267 (2001 EA16),68267,1.51,0.4273,38.83,8.01,317.44,Asteroid,NEO,Apollo
 68348 (2001 LO7),68348,2.155,0.8409,25.36,236.22,181.64,Asteroid,NEO,Apollo
 85818 (1998 XM4),85818,1.657,0.4164,62.72,235.64,301.25,Asteroid,NEO,Apollo
 86666 (2000 FL10),86666,1.463,0.4269,29.01,186.92,258.85,Asteroid,NEO,Apollo
 86829 (2000 GR146),86829,1.463,0.5748,14.37,78.46,31.42,Asteroid,NEO,Apollo
 86878 (2000 HD24),86878,1.342,0.6185,9.47,230.99,214.91,Asteroid,NEO,Apollo
  1566 Icarus (1949 MA),1566,1.078,0.8269,22.8,87.95,31.44,Asteroid,PHA,Apollo
  1620 Geographos (1951 RA),1620,1.246,0.3355,13.34,337.17,276.96,Asteroid,PHA,Apollo
  1862 Apollo (1932 HA),1862,1.471,0.5599,6.35,35.56,286.06,Asteroid,PHA,Apollo
  1981 Midas (1973 EA),1981,1.777,0.65,39.83,356.85,267.82,Asteroid,PHA,Apollo
  2101 Adonis (1936 CA),2101,1.874,0.7643,1.32,349.47,43.63,Asteroid,PHA,Apollo
  2102 Tantalus (1975 YA),2102,1.29,0.2993,64,94.35,61.53,Asteroid,PHA,Apollo
  2135 Aristaeus (1977 HA),2135,1.6,0.5029,23.07,191.12,290.97,Asteroid,PHA,Apollo
  2201 Oljato (1947 XC),2201,2.177,0.7121,2.52,74.91,98.38,Asteroid,PHA,Apollo
  3200 Phaethon (1983 TB),3200,1.271,0.8899,22.27,265.17,322.22,Asteroid,PHA,Apollo
  3361 Orpheus (1982 HR),3361,1.21,0.3229,2.66,188.68,302.36,Asteroid,PHA,Apollo
  3671 Dionysus (1984 KD),3671,2.199,0.541,13.53,82.07,204.3,Asteroid,PHA,Apollo
  4015 Wilson-Harrington (1979 VA),4015,2.624,0.6317,2.8,266.77,95.45,Asteroid,PHA,Apollo
  4034 Vishnu (1986 PA),4034,1.06,0.444,11.17,157.9,296.7,Asteroid,PHA,Apollo
  4179 Toutatis (1989 AC),4179,2.544,0.6246,0.45,125.3,277.89,Asteroid,PHA,Apollo
  4183 Cuno (1959 LM),4183,1.981,0.636,6.67,294.35,237.04,Asteroid,PHA,Apollo
  4450 Pan (1987 SY),4450,1.442,0.5867,5.52,311.77,291.84,Asteroid,PHA,Apollo
  4486 Mithra (1987 SB),4486,2.2,0.6625,3.04,82.24,168.89,Asteroid,PHA,Apollo
  4581 Asclepius (1989 FC),4581,1.023,0.3569,4.92,180.21,255.36,Asteroid,PHA,Apollo
  4660 Nereus (1982 DB),4660,1.485,0.3588,1.45,313.14,159.52,Asteroid,PHA,Apollo
  4769 Castalia (1989 PB),4769,1.063,0.4831,8.89,325.53,121.41,Asteroid,PHA,Apollo
  4953 (1990 MU),4953,1.621,0.6574,24.38,77.53,77.95,Asteroid,PHA,Apollo
  5011 Ptah (6743 P-L),5011,1.636,0.5001,7.41,10.64,105.95,Asteroid,PHA,Apollo
  5189 (1990 UQ),5189,1.552,0.478,3.58,135.07,159.95,Asteroid,PHA,Apollo
  5693 (1993 EA),5693,1.271,0.5852,5.06,96.99,258.97,Asteroid,PHA,Apollo
  6037 (1988 EG),6037,1.271,0.4996,3.5,182.36,242.18,Asteroid,PHA,Apollo
  6239 Minos (1989 QF),6239,1.151,0.4126,3.94,344.57,239.7,Asteroid,PHA,Apollo
  6489 Golevka (1991 JX),6489,2.485,0.6123,2.27,209.47,68.67,Asteroid,PHA,Apollo
  7335 (1989 JA),7335,1.772,0.4846,15.17,61.28,232.3,Asteroid,PHA,Apollo
  7341 (1991 VK),7341,1.841,0.506,5.41,294.74,173.49,Asteroid,PHA,Apollo
  7482 (1994 PC1),7482,1.349,0.3294,33.47,117.86,47.49,Asteroid,PHA,Apollo
  7753 (1988 XB),7753,1.467,0.4816,3.12,73.39,280.07,Asteroid,PHA,Apollo
  7822 (1991 CS),7822,1.123,0.1646,37.12,156.85,249.44,Asteroid,PHA,Apollo
  8014 (1990 MF),8014,1.747,0.4562,1.87,209.84,114.76,Asteroid,PHA,Apollo
  8566 (1996 EN),8566,1.506,0.4303,37.98,164.12,125.14,Asteroid,PHA,Apollo
  9856 (1991 EE),9856,2.242,0.6259,9.83,168.1,116.21,Asteroid,PHA,Apollo
 10115 (1992 SK),10115,1.248,0.3248,15.32,8.9,233.64,Asteroid,PHA,Apollo
 11500 Tomaiyowit (1989 UR),11500,1.08,0.3559,10.31,234.4,289.51,Asteroid,PHA,Apollo
 12538 (1998 OH),12538,1.542,0.4063,24.54,220.7,321.79,Asteroid,PHA,Apollo
 12923 Zephyr (1999 GK4),12923,1.962,0.492,5.31,168.18,147.11,Asteroid,PHA,Apollo
 13651 (1997 BR),13651,1.336,0.3057,17.25,116.65,133.8,Asteroid,PHA,Apollo
 14827 Hypnos (1986 JK),14827,2.843,0.6655,1.98,57.94,238.18,Asteroid,PHA,Apollo
 16960 (1998 QS52),16960,2.2,0.8589,17.52,260.17,243.25,Asteroid,PHA,Apollo
 20425 (1998 VD35),20425,1.564,0.4769,6.99,227.26,296.32,Asteroid,PHA,Apollo
 22753 (1998 WT),22753,1.219,0.5698,3.2,307.4,324.77,Asteroid,PHA,Apollo
 23187 (2000 PN9),23187,1.847,0.5893,51.33,164.31,293.52,Asteroid,PHA,Apollo
 25143 Itokawa (1998 SF36),25143,1.324,0.2801,1.62,69.08,162.81,Asteroid,PHA,Apollo
 26663 (2000 XK47),26663,1.546,0.472,13.53,303.65,231.16,Asteroid,PHA,Apollo
 27002 (1998 DV9),27002,1.744,0.4332,8.7,130.35,0.81,Asteroid,PHA,Apollo
 29075 (1950 DA),29075,1.698,0.5083,12.17,356.65,224.66,Asteroid,PHA,Apollo
 31669 (1999 JT6),31669,2.137,0.5777,9.54,78.79,39.1,Asteroid,PHA,Apollo
 35107 (1991 VH),35107,1.137,0.1442,13.91,139.35,206.97,Asteroid,PHA,Apollo
 35396 (1997 XF11),35396,1.442,0.4837,4.1,213.65,103.05,Asteroid,PHA,Apollo
 37638 (1993 VB),37638,1.913,0.5196,5.08,145.59,323.15,Asteroid,PHA,Apollo
 37655 Illapa (1994 PM),37655,1.478,0.7524,18.03,139.54,303.88,Asteroid,PHA,Apollo
 41429 (2000 GE2),41429,1.593,0.5553,2.17,351.92,297.22,Asteroid,PHA,Apollo
 52760 (1998 ML14),52760,2.409,0.6235,2.43,338.72,20.31,Asteroid,PHA,Apollo
 52768 (1998 OR2),52768,2.38,0.5754,5.88,26.94,174.58,Asteroid,PHA,Apollo
 53319 (1999 JM8),53319,2.723,0.6416,13.84,133.62,166.83,Asteroid,PHA,Apollo
 53426 (1999 SL5),53426,1.923,0.5382,22.77,239.07,43.35,Asteroid,PHA,Apollo
 53429 (1999 TF5),53429,2.023,0.6399,26.79,199.21,64.07,Asteroid,PHA,Apollo
 53550 (2000 BF19),53550,1.495,0.4196,7.17,313.21,324.92,Asteroid,PHA,Apollo
 53789 (2000 ED104),53789,1.371,0.2693,40.79,190.02,218.34,Asteroid,PHA,Apollo
 65690 (1991 DG),65690,1.428,0.3633,11.14,180.12,63.32,Asteroid,PHA,Apollo
 65717 (1993 BX3),65717,1.395,0.2809,2.81,174.76,290.97,Asteroid,PHA,Apollo
 65803 Didymos (1996 GT),65803,1.643,0.3833,3.41,72.99,319.56,Asteroid,PHA,Apollo
 65909 (1998 FH12),65909,1.091,0.5398,3.56,108.6,284.49,Asteroid,PHA,Apollo
 67381 (2000 OL8),67381,1.32,0.5432,10.67,294.9,266.87,Asteroid,PHA,Apollo
  2062 Aten (1976 AA),2062,0.967,0.1828,18.93,108.54,148.05,Asteroid,NEO,Aten
  2100 Ra-Shalom (1978 RA),2100,0.832,0.4366,15.76,170.78,356.08,Asteroid,NEO,Aten
  3554 Amun (1986 EB),3554,0.974,0.2807,23.36,358.61,359.42,Asteroid,NEO,Aten
  3753 Cruithne (1986 TO),3753,0.9977,0.515,19.8,126.21,43.87,Asteroid,NEO,Aten
  5381 Sekhmet (1991 JY),5381,0.9475,0.2964,48.97,58.53,37.42,Asteroid,NEO,Aten
  5590 (1990 VA),5590,0.9857,0.2795,14.19,216.28,34.49,Asteroid,NEO,Aten
 66063 (1998 RO1),66063,0.991,0.72,22.69,351.85,151.17,Asteroid,NEO,Aten
 66146 (1998 TU3),66146,0.7876,0.4838,5.41,101.99,84.88,Asteroid,NEO,Aten
 66400 (1999 LT7),66400,0.8554,0.5725,9.06,79.8,341.4,Asteroid,NEO,Aten
 85770 (1998 UP1),85770,0.998,0.3452,33.18,18.33,234.21,Asteroid,NEO,Aten
 85953 (1999 FK21),85953,0.7387,0.7031,12.61,180.47,172.41,Asteroid,NEO,Aten
 86450 (2000 CK33),86450,0.968,0.4148,18.11,124.85,215.61,Asteroid,NEO,Aten
 86667 (2000 FO10),86667,0.8594,0.5947,14.29,208.32,172.48,Asteroid,NEO,Aten
 87309 (2000 QP),87309,0.8475,0.4631,34.74,294.27,188.17,Asteroid,NEO,Aten
 88213 (2001 AF2),88213,0.954,0.5952,17.81,114.26,194.99,Asteroid,NEO,Aten
  2340 Hathor (1976 UA),2340,0.8438,0.4499,5.86,211.31,40.09,Asteroid,PHA,Aten
  3362 Khufu (1984 QA),3362,0.9895,0.4686,9.92,152.42,55.05,Asteroid,PHA,Aten
  5604 (1992 FE),5604,0.9286,0.4061,4.72,311.9,82.66,Asteroid,PHA,Aten
 33342 (1998 WT24),33342,0.7188,0.4176,7.37,81.67,167.53,Asteroid,PHA,Aten
 65679 (1989 UQ),65679,0.9147,0.2646,1.3,178.1,15.01,Asteroid,PHA,Aten
 66391 Moshup (1999 KW4),66391,0.6424,0.6884,38.88,244.9,192.64,Asteroid,PHA,Aten
 68347 (2001 KB67),68347,0.9621,0.3801,17.12,245.86,243.79,Asteroid,PHA,Aten
 85989 (1999 JD6),85989,0.8831,0.6328,17.06,130.16,309.23,Asteroid,PHA,Aten
 87684 (2000 SY2),87684,0.8587,0.6428,19.23,162.03,47.78,Asteroid,PHA,Aten
 99942 Apophis (2004 MN4),99942,0.9227,0.1914,3.34,203.96,126.61,Asteroid,PHA,Aten
163693 Atira (2003 CP20),163693,0.741,0.3222,25.62,103.88,252.93,Asteroid,NEO,Atira
164294 (2004 XZ130),164294,0.6175,0.4546,2.95,211.16,5.4,Asteroid,NEO,Atira
413563 (2005 TG45),413563,0.6814,0.3723,23.33,273.42,230.44,Asteroid,NEO,Atira
418265 (2008 EA32),418265,0.6159,0.305,28.26,100.95,181.83,Asteroid,NEO,Atira
594913 'Aylo'chaxnim (2020 AV2),594913,0.5554,0.1771,15.87,6.7,187.33,Asteroid,NEO,Atira
613676 (2006 WE4),613676,0.7848,0.1829,24.77,311,318.59,Asteroid,NEO,Atira
434326 (2004 JG6),434326,0.6353,0.5312,18.94,37.01,353,Asteroid,PHA,Atira
481817 (2008 UL90),481817,0.695,0.3798,24.31,81.13,183.65,Asteroid,PHA,Atira
     C/2007 D1 (LINEAR),2007 D1,171000,0.9999,41.51,171.08,340.14,Comet,FEO,Long-period
     C/2017 AB5 (PANSTARRS),2017 AB5,128000,0.9999,32.43,42.69,78.4,Comet,FEO,Long-period
     C/2009 U5 (Grauer),2009 U5,10600,0.9994,25.47,121.17,23.81,Comet,FEO,Long-period
     C/2012 LP26 (Palomar),2012 LP26,9075,0.9993,25.38,153.99,145.15,Comet,FEO,Long-period
     C/2004 P1 (NEAT),2004 P1,8080,0.9993,28.82,284.18,16.58,Comet,FEO,Long-period
     C/2022 T1 (Lemmon),2022 T1,4892,0.9993,22.54,236.93,324.33,Comet,FEO,Long-period
     C/2013 G8 (PANSTARRS),2013 G8,3314,0.9984,27.62,241.02,80.17,Comet,FEO,Long-period
     C/2016 X1 (Lemmon),2016 X1,2019,0.9963,26.46,256.43,224.57,Comet,FEO,Long-period
     C/2020 B3 (Rankin),2020 B3,1931,0.9983,20.7,185.82,325.09,Comet,FEO,Long-period
     C/2022 H1 (PANSTARRS),2022 H1,1159,0.9934,49.87,6.37,246.27,Comet,FEO,Long-period
     C/2014 M2 (Christensen),2014 M2,952.4,0.9927,32.42,245.35,40.28,Comet,FEO,Long-period
     C/2013 U2 (Holvorcem),2013 U2,897.5,0.9943,43.09,7,107.38,Comet,FEO,Long-period
     C/2019 C1 (ATLAS),2019 C1,833,0.9921,36.02,212.4,319.19,Comet,FEO,Long-period
     C/2000 Y2 (Skiff),2000 Y2,489.9,0.9943,12.09,185.85,326.82,Comet,FEO,Long-period
     C/2013 TW5 (Spacewatch),2013 TW5,446.4,0.9869,31.4,319.7,190.38,Comet,FEO,Long-period
     C/1998 M1 (LINEAR),1998 M1,431,0.9928,20.38,256.07,19.4,Comet,FEO,Long-period
     C/2002 P1 (NEAT),2002 P1,413.8,0.9842,34.61,310.67,347.76,Comet,FEO,Long-period
     C/1996 R3 (Lagerkvist),1996 R3,404,0.987,39.2,172.72,130.93,Comet,FEO,Long-period
     C/2016 P4 (PANSTARRS),2016 P4,322,0.9817,29.93,320.78,355.9,Comet,FEO,Long-period
     C/2015 J2 (PANSTARRS),2015 J2,247,0.9825,17.28,56.76,203.69,Comet,FEO,Long-period
     C/2021 S4 (Tsuchinshan),2021 S4,163.9,0.9592,17.48,5.5,72.75,Comet,FEO,Short-period
     C/2021 N3 (PANSTARRS),2021 N3,159.9,0.9643,26.75,337.49,304.7,Comet,FEO,Short-period
     C/2014 A5 (PANSTARRS),2014 A5,121.2,0.9604,31.99,310.1,182.58,Comet,FEO,Short-period
     C/2020 K7 (PANSTARRS),2020 K7,109.3,0.9416,32.07,286.11,358.13,Comet,FEO,Short-period
     C/2006 S5 (Hill),2006 S5,97.43,0.973,10.13,281.56,182.11,Comet,FEO,Short-period
     C/2010 F3 (Scotti),2010 F3,62.8,0.9133,4.65,157.41,31.26,Comet,FEO,Short-period
     C/2022 JK5 (PANSTARRS),2022 JK5,43.17,0.9378,16.83,59.65,247.15,Comet,FEO,Short-period
     C/2011 KP36 (Spacewatch),2011 KP36,38.41,0.8729,18.99,173.4,180.6,Comet,FEO,Short-period
  273P/Pons-Gambart,273P,32.83,0.9753,136.4,320.43,20.19,Comet,NEO,Short-period
     C/2022 Q2 (ATLAS),2022 Q2,32.79,0.9499,151.49,352.94,44.06,Comet,FEO,Short-period
     C/2015 H1 (Bressi),2015 H1,32.54,0.9408,140.66,325.8,21.76,Comet,FEO,Short-period
     C/1937 D1 (Wilk),1937 D1,31.97,0.9806,26.01,58.27,31.46,Comet,NEO,Short-period
     C/2017 X1 (PANSTARRS),2017 X1,31.32,0.8511,31.31,251.13,283.11,Comet,FEO,Short-period
     C/2018 K1 (Weiland),2018 K1,29.93,0.9372,164.19,260,325,Comet,FEO,Short-period
     C/2012 Y3 (McNaught),2012 Y3,29.39,0.9399,73.23,122.71,235.69,Comet,FEO,Short-period
   35P/Herschel-Rigollet,35P,28.84,0.974,64.21,355.98,29.3,Comet,NEO,Short-period
     C/2005 N5 (Catalina),2005 N5,28.69,0.9433,21.38,156.41,207.77,Comet,FEO,Short-period
     C/1984 A1 (Bradfield 1),1984 A1,28.47,0.9523,51.8,356.86,219.16,Comet,FEO,Short-period
     C/2014 Q3 (Borisov),2014 Q3,28.43,0.9421,89.95,63.13,47.38,Comet,FEO,Short-period
     C/1999 G1 (LINEAR),1999 G1,28.27,0.8568,76.57,23.46,136.13,Comet,FEO,Short-period
     C/2017 K4 (ATLAS),2017 K4,28.13,0.9059,16.68,298.9,15.11,Comet,FEO,Short-period
     C/2015 T5 (Sheppard-Tholen),2015 T5,27.97,0.6661,11.05,311.19,61.84,Comet,FEO,Short-period
     C/2018 O1 (ATLAS),2018 O1,27.87,0.9441,154.04,87.62,162.5,Comet,FEO,Short-period
     C/1917 F1 (Mellish),1917 F1,27.4,0.9931,32.69,88.67,121.31,Comet,NEO,Short-period
     C/2020 M3 (ATLAS),2020 M3,26.82,0.9527,23.47,71.25,328.45,Comet,NEO,Short-period
     C/2001 M10 (NEAT),2001 M10,26.66,0.8011,28.08,293.92,5.48,Comet,FEO,Short-period
     C/2021 J1 (Maury-Attard),2021 J1,26.53,0.9344,92.72,88.32,147.33,Comet,FEO,Short-period
     C/2012 Q1 (Kowalski),2012 Q1,26.13,0.6371,45.18,184.44,139.24,Comet,FEO,Short-period
  109P/Swift-Tuttle,109P,26.09,0.9632,113.45,139.38,152.98,Comet,NEO,Short-period
     C/2018 DO4 (Lemmon),2018 DO4,25.86,0.907,160.47,251.13,175.97,Comet,FEO,Short-period
     C/2019 L2 (NEOWISE),2019 L2,25.64,0.9368,152.19,12.53,18.82,Comet,FEO,Short-period
     C/2018 V2 (ATLAS),2018 V2,25.48,0.9029,159.11,356.79,318.66,Comet,FEO,Short-period
     C/2018 A1 (PANSTARRS),2018 A1,25.3,0.9044,53.56,336.62,96.39,Comet,FEO,Short-period
     C/2003 W1 (LINEAR),2003 W1,25.17,0.9343,78.08,256.74,113.29,Comet,FEO,Short-period
     C/2010 E5 (Scotti),2010 E5,24.73,0.8427,18.91,17.08,147.86,Comet,FEO,Short-period
  177P/Barnard,177P,24.3,0.9544,31.22,272.07,60.45,Comet,NEO,Short-period
     C/2022 F2 (NEOWISE),2022 F2,23.94,0.9338,97.29,58.69,200.63,Comet,FEO,Short-period
     C/2005 O2 (Christensen),2005 O2,23.71,0.8594,148.89,280.77,263.83,Comet,FEO,Short-period
     C/1905 F1 (Giacobini),1905 F1,23.56,0.9528,40.07,158.95,358.16,Comet,NEO,Short-period
     C/1998 Y1 (LINEAR),1998 Y1,22.96,0.9239,28.11,98.86,339.84,Comet,FEO,Short-period
     C/2003 U1 (LINEAR),2003 U1,22.9,0.9216,164.47,322.76,278.38,Comet,FEO,Short-period
     C/2018 R5 (Lemmon),2018 R5,22.86,0.8416,103.76,171.14,178.01,Comet,FEO,Short-period
     C/2014 HU195 (Valdes-TOTAS),2014 HU195,21.88,0.766,5.82,115.79,145.07,Comet,FEO,Short-period
     C/2018 W1 (Catalina),2018 W1,21.82,0.9377,83.28,233.59,251.25,Comet,FEO,Short-period
     C/2019 A5 (PANSTARRS),2019 A5,21.65,0.7079,67.54,146.62,356.04,Comet,FEO,Short-period
     C/2017 E2 (Tsuchinshan),2017 E2,21.57,0.8909,79.17,11.56,89.46,Comet,FEO,Short-period
     C/2018 M1 (Catalina),2018 M1,21.26,0.9387,37.26,339.46,14.13,Comet,FEO,Short-period
     C/2017 C1 (NEOWISE),2017 C1,20.8,0.9278,65.75,357.46,110.2,Comet,FEO,Short-period
     C/2012 X2 (PANSTARRS),2012 X2,20.69,0.7705,34.12,271.02,215.63,Comet,FEO,Short-period
     C/2003 F1 (LINEAR),2003 F1,20.66,0.806,70.22,87.49,121.19,Comet,FEO,Short-period
     C/2022 S5 (PANSTARRS),2022 S5,20.45,0.8935,136.53,214.86,232.78,Comet,FEO,Short-period
     C/2017 S2 (PANSTARRS),2017 S2,20.43,0.8231,12.68,62.43,305.97,Comet,FEO,Short-period
     C/2015 A1 (PANSTARRS),2015 A1,20.12,0.9008,80.37,341.09,244.88,Comet,FEO,Short-period
     C/2003 R1 (LINEAR),2003 R1,19.7,0.8933,149.2,356.69,302.69,Comet,FEO,Short-period
     C/2022 Y2 (Lemmon),2022 Y2,19.66,0.8705,165.91,216.35,105.55,Comet,FEO,Short-period
     C/2011 J3 (LINEAR),2011 J3,19.56,0.9258,114.71,21.51,27.84,Comet,FEO,Short-period
     C/2015 X8 (NEOWISE),2015 X8,19.55,0.9391,155.28,191.11,20.4,Comet,NEO,Short-period
     C/1942 EA (Vaisala),1942 EA,19.4,0.9336,38,172.29,335.22,Comet,NEO,Short-period
     C/2023 E1 (ATLAS),2023 E1,19.35,0.9469,38.31,164.58,105.89,Comet,NEO,Short-period
     C/1989 A3 (Bradfield),1989 A3,19.2,0.9781,83.06,28.44,194.77,Comet,NEO,Short-period
     C/2005 W2 (Christensen),2005 W2,18.98,0.8245,11.26,336.62,111.67,Comet,FEO,Short-period
     C/1999 S3 (LINEAR),1999 S3,18.94,0.9,70.56,11.88,44.13,Comet,FEO,Short-period
     C/2015 V4 (PANSTARRS),2015 V4,18.55,0.7056,60.75,179.9,306.91,Comet,FEO,Short-period
     C/2022 P1 (NEOWISE),2022 P1,18.44,0.9135,154.61,205.08,249.93,Comet,FEO,Short-period
     C/2018 EN4 (NEOWISE),2018 EN4,18.43,0.9214,81.56,136.17,35.01,Comet,FEO,Short-period
     C/2008 R3 (LINEAR),2008 R3,18.42,0.8964,43.24,270.55,84.16,Comet,FEO,Short-period
     C/2015 X4 (Elenin),2015 X4,18.13,0.8128,29.5,262.64,176.33,Comet,FEO,Short-period
  165P/LINEAR,165P,18.05,0.6216,15.91,0.64,126.21,Comet,FEO,Short-period
    1P/Halley,1P,17.93,0.9679,162.19,59.11,112.26,Comet,NEO,Short-period
     C/2001 W2 (BATTERS),2001 W2,17.93,0.9414,115.91,113.36,142.09,Comet,NEO,Short-period
  122P/de Vico,122P,17.68,0.9627,85.38,79.62,13,Comet,NEO,Short-period
     C/2002 K4 (NEAT),2002 K4,17.53,0.8423,94.06,308.1,24.43,Comet,FEO,Short-period
     C/1999 XS87 (LINEAR),1999 XS87,17.39,0.8406,14.85,266.73,151.35,Comet,FEO,Short-period
     C/2000 D2 (LINEAR),2000 D2,17.28,0.867,156.99,235.89,117.68,Comet,FEO,Short-period
     C/1999 K4 (LINEAR),1999 K4,17.27,0.9165,120.77,241.48,8.79,Comet,FEO,Short-period
     C/2002 A2 (LINEAR),2002 A2,17.21,0.7265,14.05,81.93,19.26,Comet,FEO,Short-period
     C/2002 A1 (LINEAR),2002 A1,17.18,0.7258,14.06,81.81,18.91,Comet,FEO,Short-period
     C/2015 YG1 (NEOWISE),2015 YG1,17.17,0.8792,57.34,350.51,102.79,Comet,FEO,Short-period
   12P/Pons-Brooks,12P,17.12,0.9543,74.11,255.74,199.01,Comet,NEO,Short-period
     C/1921 H1 (Dubiago),1921 H1,17.1,0.9347,22.35,67.13,97.48,Comet,NEO,Short-period
   23P/Brorsen-Metcalf,23P,17.07,0.972,19.33,311.59,129.61,Comet,NEO,Short-period
     C/2012 BJ98 (Lemmon),2012 BJ98,17.07,0.8736,2.64,124.03,72.97,Comet,FEO,Short-period
